"X","Gender","Race","Current.Age","TDCJ.Offense","Sentenced.Years","Sentence.Date","Year.of.Sentence","Sentenced.Age"
11538,"M","H",31,"AGG ROBBERY",10,"8/11/2016",2016,24
11539,"M","B",26,"MURDER",30,"2/28/2018",2018,21
11540,"M","B",23,"AGG ROBBERY",15,"12/3/2018",2018,18
11541,"M","B",23,"AGG ROBBERY",9,"7/9/2020",2020,20
11542,"M","B",28,"AGG ROBBERY",15,"10/2/2020",2020,25
11543,"M","W",24,"AGG ROBBERY",10,"8/18/2017",2017,18
11544,"M","H",28,"MURDER",10,"9/24/2019",2019,24
11545,"F","B",41,"MURDER",10,"2/12/2020",2020,38
11546,"M","B",29,"MURDER",99,"12/10/2021",2021,27
11547,"M","H",25,"MURDER",10,"3/29/2022",2022,24
11548,"M","H",24,"MURDER",20,"2/24/2022",2022,23
11549,"M","H",28,"MURDER",20,"4/10/2018",2018,23
11550,"M","W",22,"MURDER",30,"4/22/2020",2020,19
11551,"M","W",21,"AGG ROBBERY",8,"7/22/2021",2021,19
11552,"F","H",22,"AGG ROBBERY",5,"12/22/2021",2021,20
11553,"M","W",26,"AGG ROBBERY",20,"10/13/2017",2017,20
11554,"M","W",34,"AGG ROBBERY",15,"5/25/2016",2016,27
11555,"M","W",32,"AGG ROBBERY",45,"7/31/2018",2018,27
11556,"M","B",20,"AGG ROBBERY",8,"4/27/2022",2022,19
11557,"M","H",21,"MURDER",35,"10/17/2022",2022,20
11558,"M","B",23,"MURDER",35,"5/23/2022",2022,22
11559,"M","W",22,"MURDER",55,"8/13/2018",2018,17
11560,"M","B",24,"AGG ROBBERY",15,"8/23/2019",2019,20
11561,"M","B",21,"AGG ROBBERY",20,"1/20/2021",2021,19
11562,"M","H",24,"AGG ROBBERY",6,"4/2/2020",2020,21
11563,"M","H",23,"AGG ROBBERY",15,"11/10/2020",2020,20
11564,"M","B",23,"AGG ROBBERY",17,"7/25/2019",2019,19
11565,"M","B",26,"AGG ROBBERY",20,"3/22/2019",2019,22
11566,"M","B",23,"AGG ROBBERY",8,"1/22/2020",2020,20
11567,"F","W",34,"MURDER",35,"6/15/2022",2022,33
11568,"M","H",39,"AGG ROBBERY",8,"9/22/2021",2021,37
11569,"M","B",21,"AGG ROBBERY",8,"4/11/2022",2022,20
11570,"M","H",22,"AGG ROBBERY",7,"4/22/2021",2021,20
11571,"M","H",22,"AGG ROBBERY",5,"9/9/2019",2019,18
11572,"M","H",27,"MURDER",40,"11/7/2017",2017,21
11573,"M","B",22,"AGG ROBBERY",5,"1/6/2022",2022,21
11574,"M","H",29,"MURDER",30,"2/10/2017",2017,23
11575,"M","H",35,"MURDER",28,"8/2/2018",2018,30
11576,"M","H",26,"MURDER",50,"9/28/2021",2021,24
11577,"M","W",27,"MURDER",27,"10/28/2022",2022,26
11578,"M","H",24,"AGG ROBBERY",8,"9/14/2021",2021,22
11579,"M","B",22,"AGG ROBBERY",12,"5/2/2019",2019,18
11580,"F","B",25,"MURDER",7.5,"10/12/2017",2017,19
11581,"M","B",22,"AGG ROBBERY",40,"10/20/2021",2021,20
11582,"M","H",21,"MURDER",40,"8/2/2022",2022,20
11583,"M","B",22,"AGG ROBBERY",5,"12/3/2020",2020,19
11584,"F","B",27,"MURDER",30,"7/1/2019",2019,23
11585,"M","B",23,"AGG ROBBERY",5,"3/5/2020",2020,20
11586,"M","W",23,"MURDER",20,"1/11/2019",2019,19
11587,"F","H",24,"AGG ROBBERY",20,"4/5/2019",2019,20
11588,"M","B",20,"AGG ROBBERY",10,"11/24/2020",2020,17
11589,"M","B",38,"AGG ROBBERY",10,"5/2/2018",2018,33
11590,"M","B",29,"MURDER",75,"1/18/2018",2018,24
11591,"M","B",21,"AGG ROBBERY",5,"11/9/2020",2020,18
11592,"M","H",20,"AGG ROBBERY",15,"9/1/2022",2022,19
11593,"M","B",26,"AGG ROBBERY",10,"12/5/2019",2019,22
11594,"M","H",26,"MURDER",25,"12/10/2019",2019,22
11595,"M","B",25,"AGG ROBBERY",25,"11/1/2018",2018,20
11596,"M","B",20,"AGG ROBBERY",6,"3/30/2021",2021,18
11597,"F","W",32,"AGG ROBBERY",5,"10/21/2019",2019,28
11598,"M","B",29,"MURDER",23,"9/10/2019",2019,25
11599,"M","B",31,"AGG ROBBERY",10,"9/7/2016",2016,24
11600,"M","W",47,"MURDER",48,"7/19/2018",2018,42
11601,"M","H",24,"MURDER",55,"10/28/2020",2020,21
11602,"F","H",22,"AGG ROBBERY",12,"4/5/2021",2021,20
11603,"M","H",33,"MURDER",32,"4/6/2018",2018,28
11604,"M","H",36,"MURDER",20,"11/16/2017",2017,30
11605,"M","H",38,"AGG ROBBERY",9,"4/15/2019",2019,34
11606,"M","W",41,"AGG ROBBERY",45,"2/23/2018",2018,36
11607,"M","H",36,"MURDER",25,"1/4/2023",2023,36
11608,"M","B",25,"MURDER",45,"5/23/2016",2016,18
11609,"M","B",25,"MURDER",30,"10/8/2019",2019,21
11610,"M","W",31,"AGG ROBBERY",15,"6/12/2017",2017,25
11611,"M","B",25,"MURDER",50,"8/2/2019",2019,21
11612,"M","H",22,"MURDER",50,"5/8/2018",2018,17
11613,"M","H",19,"AGG ROBBERY",8,"11/1/2021",2021,17
11614,"M","H",27,"AGG ROBBERY",10,"10/6/2017",2017,21
11615,"M","B",24,"MURDER",35,"3/28/2019",2019,20
11616,"M","H",22,"MURDER",27,"12/1/2020",2020,19
11617,"M","B",19,"AGG ROBBERY",3,"12/12/2022",2022,18
11618,"M","W",37,"AGG ROBBERY",5,"8/23/2022",2022,36
11619,"M","W",31,"AGG ROBBERY",28,"10/2/2019",2019,27
11620,"M","B",25,"AGG ROBBERY",10,"5/3/2017",2017,19
11621,"M","W",22,"AGG ROBBERY",8,"1/8/2020",2020,19
11622,"M","H",24,"AGG ROBBERY",13,"8/1/2017",2017,18
11623,"M","B",26,"MURDER",25,"8/24/2017",2017,20
11624,"M","H",46,"MURDER",35,"2/22/2017",2017,40
11626,"M","B",19,"AGG ROBBERY",7,"5/20/2022",2022,18
11627,"M","B",22,"AGG ROBBERY",10,"5/28/2021",2021,20
11628,"M","B",22,"AGG ROBBERY",10,"8/9/2019",2019,18
11629,"M","H",35,"AGG ROBBERY",10,"12/7/2016",2016,28
11630,"M","W",24,"MURDER",10,"3/19/2019",2019,20
11631,"M","B",23,"AGG ROBBERY",10,"3/28/2018",2018,18
11632,"M","B",41,"MURDER",10,"11/11/2019",2019,37
11633,"M","H",24,"AGG ROBBERY",10,"5/18/2020",2020,21
11634,"M","H",24,"MURDER",10,"10/24/2019",2019,20
11635,"M","B",26,"MURDER",30,"10/2/2019",2019,22
11636,"M","B",22,"AGG ROBBERY",12,"9/7/2018",2018,17
11637,"M","H",24,"MURDER",25,"10/11/2018",2018,19
11638,"M","B",20,"AGG ROBBERY",25,"12/8/2021",2021,18
11639,"M","H",26,"AGG ROBBERY",5,"11/30/2022",2022,25
11640,"F","W",37,"MURDER",22,"9/10/2018",2018,32
11641,"M","H",24,"MURDER",23,"3/6/2020",2020,21
11642,"M","H",26,"MURDER",30,"1/26/2022",2022,25
11643,"M","B",32,"AGG ROBBERY",30,"5/31/2019",2019,28
11644,"M","H",37,"MURDER",50,"3/22/2019",2019,33
11645,"M","H",25,"AGG ROBBERY",7,"6/14/2019",2019,21
11646,"M","B",24,"AGG ROBBERY",5,"12/30/2020",2020,21
11647,"M","B",18,"AGG ROBBERY",5,"8/30/2022",2022,17
11648,"M","B",32,"MURDER",50,"4/5/2022",2022,31
11649,"M","B",28,"AGG ROBBERY",12,"1/31/2020",2020,25
11650,"M","B",20,"MURDER",20,"7/22/2022",2022,19
11651,"M","H",40,"MURDER",7,"3/21/2019",2019,36
11652,"M","H",23,"MURDER",40,"11/9/2021",2021,21
11653,"M","W",20,"AGG ROBBERY",15,"11/17/2021",2021,18
11654,"M","H",19,"AGG ROBBERY",5,"3/9/2022",2022,18
11655,"M","H",20,"AGG ROBBERY",6,"6/9/2021",2021,18
11656,"F","B",42,"AGG ROBBERY",37,"4/6/2017",2017,36
11657,"M","B",24,"AGG ROBBERY",30,"7/6/2017",2017,18
11658,"M","H",39,"MURDER",50,"6/15/2021",2021,37
11659,"M","H",36,"MURDER",28,"4/13/2018",2018,31
11660,"M","H",21,"MURDER",45,"11/16/2022",2022,20
11661,"M","B",25,"AGG ROBBERY",8,"10/27/2021",2021,23
11662,"M","H",23,"MURDER",25,"6/11/2018",2018,18
11663,"F","H",23,"MURDER",45,"7/18/2022",2022,22
11664,"M","H",27,"MURDER",35,"1/5/2023",2023,27
11665,"M","B",22,"MURDER",15,"4/19/2022",2022,21
11666,"M","B",24,"AGG ROBBERY",5,"10/27/2021",2021,22
11667,"M","W",24,"MURDER",40,"3/10/2017",2017,18
11668,"M","W",22,"AGG ROBBERY",15,"4/8/2020",2020,19
11669,"M","H",23,"AGG ROBBERY",7,"9/28/2021",2021,21
11670,"M","H",30,"MURDER",30,"7/22/2022",2022,29
11671,"M","B",23,"AGG ROBBERY",20,"3/13/2019",2019,19
11672,"M","H",22,"AGG ROBBERY",14,"10/16/2019",2019,18
11673,"M","B",31,"AGG ROBBERY",8,"8/27/2021",2021,29
11674,"M","H",24,"MURDER",35,"2/11/2022",2022,23
11675,"M","B",21,"AGG ROBBERY",5,"2/3/2022",2022,20
11676,"M","W",21,"AGG ROBBERY",9,"10/20/2020",2020,18
11677,"M","B",37,"AGG ROBBERY",60,"1/9/2018",2018,32
11678,"M","B",19,"AGG ROBBERY",12,"4/20/2022",2022,18
11679,"M","B",24,"MURDER",45,"12/9/2022",2022,23
11680,"M","B",24,"AGG ROBBERY",10,"10/26/2018",2018,19
11681,"M","H",24,"AGG ROBBERY",20,"11/25/2019",2019,20
11682,"M","B",20,"AGG ROBBERY",8,"1/18/2022",2022,19
11683,"M","W",26,"AGG ROBBERY",10,"1/12/2017",2017,20
11684,"M","B",25,"MURDER",20,"9/7/2022",2022,24
11685,"M","B",18,"AGG ROBBERY",5,"2/15/2022",2022,17
11686,"M","H",23,"AGG ROBBERY",5,"2/19/2020",2020,20
11688,"M","B",25,"AGG ROBBERY",6,"8/13/2019",2019,21
11689,"M","B",24,"AGG ROBBERY",19,"3/6/2017",2017,18
11690,"M","H",25,"MURDER",28,"8/11/2017",2017,19
11691,"M","B",25,"AGG ROBBERY",20,"9/18/2017",2017,19
11692,"M","B",35,"AGG ROBBERY",8,"2/9/2018",2018,30
11693,"M","B",29,"AGG ROBBERY",12,"5/4/2017",2017,23
11694,"M","H",27,"AGG ROBBERY",7,"6/22/2018",2018,22
11695,"M","B",28,"MURDER",20,"3/29/2019",2019,24
11696,"M","H",33,"AGG ROBBERY",13,"9/19/2019",2019,29
11697,"M","B",23,"AGG ROBBERY",10,"12/11/2018",2018,18
11698,"M","B",31,"MURDER",25,"8/17/2017",2017,25
11699,"F","A",21,"MURDER",40,"6/16/2021",2021,19
11700,"M","H",23,"AGG ROBBERY",6,"1/16/2020",2020,20
11701,"M","H",54,"MURDER",25,"1/5/2022",2022,53
11702,"M","H",23,"AGG ROBBERY",16,"10/8/2018",2018,18
11703,"F","H",22,"AGG ROBBERY",12,"6/19/2018",2018,17
11704,"M","B",23,"MURDER",50,"9/14/2020",2020,20
11705,"M","B",23,"AGG ROBBERY",8,"5/19/2017",2017,17
11706,"M","B",35,"AGG ROBBERY",5,"10/20/2022",2022,34
11707,"M","H",24,"AGG ROBBERY",5,"3/30/2021",2021,22
11708,"M","B",21,"AGG ROBBERY",5,"9/17/2020",2020,18
11709,"M","H",28,"MURDER",60,"11/18/2022",2022,27
11710,"M","H",28,"MURDER",15,"10/19/2021",2021,26
11711,"M","W",20,"AGG ROBBERY",6,"6/9/2021",2021,18
11712,"M","B",22,"AGG ROBBERY",10,"11/13/2019",2019,18
11713,"M","B",22,"AGG ROBBERY",50,"5/9/2019",2019,18
11714,"M","B",22,"AGG ROBBERY",15,"4/23/2019",2019,18
11715,"M","W",22,"AGG ROBBERY",8,"5/17/2022",2022,21
11716,"M","B",22,"AGG ROBBERY",12,"2/14/2022",2022,21
11717,"M","H",27,"MURDER",20,"10/4/2019",2019,23
11719,"M","B",22,"AGG ROBBERY",14,"12/17/2019",2019,18
11720,"M","B",24,"AGG ROBBERY",6,"5/12/2021",2021,22
11721,"M","H",50,"MURDER",75,"9/6/2017",2017,44
11722,"M","H",22,"AGG ROBBERY",5,"3/23/2020",2020,19
11723,"M","H",23,"MURDER",30,"12/4/2017",2017,17
11724,"F","H",25,"AGG ROBBERY",10,"9/13/2019",2019,21
11725,"M","B",22,"AGG ROBBERY",5,"11/15/2017",2017,16
11726,"M","W",47,"MURDER",55,"6/2/2017",2017,41
11727,"M","B",22,"AGG ROBBERY",5,"10/21/2020",2020,19
11728,"M","B",19,"AGG ROBBERY",30,"2/19/2020",2020,16
11729,"M","W",20,"AGG ROBBERY",12,"8/2/2019",2019,16
11730,"M","H",54,"MURDER",70,"3/27/2018",2018,49
11731,"M","W",29,"MURDER",52,"12/15/2017",2017,23
11732,"M","B",25,"AGG ROBBERY",10,"8/7/2019",2019,21
11733,"M","W",24,"MURDER",25,"8/25/2022",2022,23
11734,"M","H",20,"MURDER",15,"12/19/2019",2019,16
11735,"M","W",19,"AGG ROBBERY",7,"9/2/2022",2022,18
11736,"M","W",23,"AGG ROBBERY",10,"7/6/2018",2018,18
11737,"M","W",21,"AGG ROBBERY",7,"10/12/2020",2020,18
11738,"M","H",28,"MURDER",56,"1/25/2022",2022,27
11739,"M","H",24,"AGG ROBBERY",10,"3/28/2017",2017,18
11740,"M","B",22,"AGG ROBBERY",6,"1/10/2020",2020,19
11741,"M","H",19,"AGG ROBBERY",12,"2/15/2022",2022,18
11742,"M","H",57,"AGG ROBBERY",15,"3/3/2017",2017,51
11743,"M","H",26,"AGG ROBBERY",5,"2/2/2022",2022,25
11744,"M","W",34,"AGG ROBBERY",10,"4/23/2018",2018,29
11745,"M","H",22,"MURDER",25,"7/6/2020",2020,19
11746,"M","H",33,"MURDER",30,"11/13/2018",2018,28
11747,"M","B",36,"MURDER",25,"12/18/2018",2018,31
11748,"M","H",27,"MURDER",20,"3/22/2018",2018,22
11749,"M","H",24,"AGG ROBBERY",5,"1/15/2020",2020,21
11750,"M","B",21,"MURDER",30,"1/27/2023",2023,21
11751,"M","B",24,"AGG ROBBERY",15,"9/22/2017",2017,18
11752,"M","H",29,"AGG ROBBERY",5,"7/6/2021",2021,27
11753,"M","B",22,"AGG ROBBERY",20,"12/12/2019",2019,18
11754,"M","B",28,"MURDER",35,"1/23/2019",2019,24
11755,"M","H",24,"MURDER",35,"6/30/2021",2021,22
11756,"M","H",47,"MURDER",45,"7/14/2017",2017,41
11757,"M","H",24,"MURDER",26,"11/9/2018",2018,19
11758,"M","B",22,"AGG ROBBERY",20,"10/8/2019",2019,18
11759,"M","H",21,"AGG ROBBERY",30,"8/19/2021",2021,19
11760,"M","H",35,"AGG ROBBERY",25,"12/17/2018",2018,30
11761,"M","H",23,"AGG ROBBERY",40,"4/24/2019",2019,19
11762,"M","H",23,"MURDER",50,"3/23/2017",2017,17
11763,"M","H",28,"MURDER",50,"11/29/2017",2017,22
11764,"M","W",20,"AGG ROBBERY",5,"7/13/2021",2021,18
11765,"M","W",22,"AGG ROBBERY",30,"9/29/2022",2022,21
11766,"M","W",22,"AGG ROBBERY",5,"2/13/2020",2020,19
11767,"M","B",25,"MURDER",20,"2/22/2018",2018,20
11768,"M","B",23,"AGG ROBBERY",30,"10/26/2020",2020,20
11769,"M","B",28,"AGG ROBBERY",8,"6/7/2018",2018,23
11770,"M","W",23,"MURDER",35,"1/23/2023",2023,23
11771,"M","H",23,"MURDER",33,"10/18/2022",2022,22
11772,"M","W",21,"MURDER",42,"8/2/2022",2022,20
11773,"M","H",21,"AGG ROBBERY",6,"11/2/2020",2020,18
11774,"M","B",25,"AGG ROBBERY",10,"11/6/2018",2018,20
11775,"M","B",23,"AGG ROBBERY",7,"8/5/2022",2022,22
11776,"M","B",21,"AGG ROBBERY",10,"12/2/2021",2021,19
11777,"M","W",23,"AGG ROBBERY",8,"9/9/2019",2019,19
11778,"M","B",21,"AGG ROBBERY",4,"9/13/2018",2018,16
11779,"M","H",37,"MURDER",50,"12/9/2019",2019,33
11780,"M","H",23,"AGG ROBBERY",30,"12/1/2021",2021,21
11781,"M","H",46,"MURDER",45,"3/23/2018",2018,41
11782,"M","B",22,"AGG ROBBERY",5,"1/19/2018",2018,17
11783,"M","H",26,"MURDER",25,"12/19/2017",2017,20
11784,"F","W",33,"MURDER",30,"11/3/2020",2020,30
11785,"M","B",22,"MURDER",15,"11/29/2018",2018,17
11786,"M","H",22,"AGG ROBBERY",9,"8/16/2019",2019,18
11787,"M","W",25,"AGG ROBBERY",11,"6/2/2017",2017,19
11788,"M","B",22,"AGG ROBBERY",12,"10/29/2018",2018,17
11789,"M","H",25,"MURDER",30,"2/22/2019",2019,21
11790,"M","B",23,"AGG ROBBERY",10,"6/1/2022",2022,22
11791,"M","H",25,"AGG ROBBERY",15,"12/6/2018",2018,20
11792,"M","B",23,"AGG ROBBERY",8,"7/16/2019",2019,19
11793,"M","B",26,"AGG ROBBERY",5,"6/1/2018",2018,21
11794,"M","B",27,"AGG ROBBERY",18,"7/18/2017",2017,21
11795,"M","H",22,"MURDER",99,"4/6/2021",2021,20
11796,"M","W",24,"MURDER",20,"8/25/2021",2021,22
11797,"M","W",26,"AGG ROBBERY",15,"8/23/2019",2019,22
11798,"M","B",29,"AGG ROBBERY",15,"1/31/2017",2017,23
11799,"M","B",23,"MURDER",45,"2/9/2022",2022,22
11800,"M","B",21,"AGG ROBBERY",6,"6/6/2022",2022,20
11801,"F","H",23,"AGG ROBBERY",15,"4/17/2019",2019,19
11802,"M","B",29,"AGG ROBBERY",12,"2/22/2019",2019,25
11803,"M","B",24,"MURDER",45,"12/27/2018",2018,19
11804,"F","W",24,"AGG ROBBERY",14,"4/17/2019",2019,20
11805,"M","B",29,"AGG ROBBERY",8,"6/15/2017",2017,23
11806,"M","B",21,"AGG ROBBERY",15,"3/5/2020",2020,18
11807,"M","B",22,"AGG ROBBERY",10,"5/3/2019",2019,18
11808,"M","B",26,"AGG ROBBERY",12,"3/13/2018",2018,21
11809,"M","B",22,"MURDER",85,"9/16/2022",2022,21
11810,"M","B",28,"AGG ROBBERY",12,"3/1/2019",2019,24
11811,"M","B",23,"AGG ROBBERY",15,"5/23/2022",2022,22
11812,"M","W",34,"MURDER",62,"11/2/2018",2018,29
11813,"M","H",22,"MURDER",35,"6/2/2022",2022,21
11814,"M","W",20,"AGG ROBBERY",25,"11/12/2021",2021,18
11815,"M","B",21,"AGG ROBBERY",20,"5/14/2020",2020,18
11816,"M","B",21,"AGG ROBBERY",10,"11/16/2021",2021,19
11817,"M","H",32,"MURDER",20,"8/18/2017",2017,26
11818,"M","H",21,"MURDER",30,"5/18/2022",2022,20
11819,"M","B",21,"AGG ROBBERY",30,"9/1/2022",2022,20
11820,"M","B",22,"AGG ROBBERY",9,"11/1/2017",2017,16
11821,"M","H",23,"AGG ROBBERY",10,"10/24/2016",2016,16
11822,"M","W",26,"AGG ROBBERY",15,"2/25/2019",2019,22
11823,"M","B",23,"AGG ROBBERY",20,"4/29/2021",2021,21
11824,"M","H",30,"AGG ROBBERY",25,"10/12/2017",2017,24
11825,"M","B",21,"AGG ROBBERY",8,"6/7/2019",2019,17
11826,"M","B",25,"MURDER",25,"11/1/2022",2022,24
11827,"M","B",21,"AGG ROBBERY",7,"11/29/2021",2021,19
11828,"M","B",25,"MURDER",40,"5/19/2022",2022,24
11829,"F","W",29,"MURDER",50,"12/17/2021",2021,27
11830,"M","H",24,"MURDER",25,"6/11/2018",2018,19
11831,"M","B",25,"AGG ROBBERY",5,"7/19/2017",2017,19
11832,"F","B",32,"MURDER",18,"6/26/2018",2018,27
11833,"M","B",28,"MURDER",10,"3/1/2019",2019,24
11834,"M","H",39,"MURDER",50,"8/16/2022",2022,38
11835,"M","W",21,"AGG ROBBERY",7,"5/21/2020",2020,18
11836,"M","W",21,"AGG ROBBERY",8,"2/25/2020",2020,18
11837,"M","B",22,"AGG ROBBERY",15,"1/31/2020",2020,19
11838,"M","B",24,"AGG ROBBERY",5,"10/5/2022",2022,23
11839,"M","B",31,"MURDER",50,"11/4/2022",2022,30
11840,"M","H",21,"AGG ROBBERY",18,"6/25/2021",2021,19
11841,"M","H",39,"MURDER",15,"3/11/2021",2021,37
11842,"M","B",24,"AGG ROBBERY",5,"9/16/2020",2020,21
11843,"M","H",23,"AGG ROBBERY",7,"1/22/2020",2020,20
11844,"M","B",18,"MURDER",50,"9/2/2022",2022,17
11845,"M","W",67,"MURDER",27,"6/27/2018",2018,62
11846,"M","B",28,"AGG ROBBERY",8,"1/16/2018",2018,23
11847,"M","H",21,"MURDER",20,"8/12/2022",2022,20
11848,"M","H",36,"MURDER",40,"11/2/2022",2022,35
11849,"M","W",33,"MURDER",45,"7/25/2018",2018,28
11850,"M","H",23,"AGG ROBBERY",15,"7/6/2017",2017,17
11851,"M","H",21,"AGG ROBBERY",5,"12/9/2020",2020,18
11852,"F","B",39,"MURDER",40,"1/13/2023",2023,39
11853,"M","H",24,"AGG ROBBERY",10,"9/4/2019",2019,20
11854,"M","H",27,"AGG ROBBERY",57,"12/12/2018",2018,22
11855,"M","H",25,"MURDER",5,"6/24/2022",2022,24
11856,"M","B",24,"AGG ROBBERY",7,"5/27/2021",2021,22
11857,"M","W",67,"MURDER",50,"5/22/2017",2017,61
11858,"F","B",26,"AGG ROBBERY",5,"4/20/2022",2022,25
11859,"M","H",23,"AGG ROBBERY",6,"1/16/2020",2020,20
11860,"M","W",47,"AGG ROBBERY",33,"4/4/2019",2019,43
11861,"M","B",53,"AGG ROBBERY",15,"1/23/2020",2020,50
11862,"M","H",23,"MURDER",45,"4/9/2018",2018,18
11863,"M","B",19,"AGG ROBBERY",8,"11/16/2022",2022,18
11864,"M","B",34,"AGG ROBBERY",11,"3/15/2017",2017,28
11865,"M","B",23,"AGG ROBBERY",12,"4/7/2020",2020,20
11866,"M","H",22,"AGG ROBBERY",12,"4/17/2019",2019,18
11867,"M","H",26,"MURDER",35,"5/14/2018",2018,21
11868,"M","B",20,"AGG ROBBERY",5,"2/5/2021",2021,18
11869,"M","W",23,"AGG ROBBERY",10,"9/23/2021",2021,21
11870,"M","H",37,"MURDER",50,"3/9/2018",2018,32
11871,"M","B",25,"MURDER",24,"2/8/2023",2023,25
11872,"M","W",50,"MURDER",38,"1/12/2023",2023,50
11873,"M","B",19,"MURDER",20,"5/11/2022",2022,18
11874,"M","B",21,"MURDER",30,"2/17/2022",2022,20
11875,"M","H",22,"AGG ROBBERY",8,"9/5/2018",2018,17
11876,"M","H",30,"AGG ROBBERY",12,"9/28/2017",2017,24
11877,"M","B",25,"AGG ROBBERY",15,"9/22/2017",2017,19
11878,"M","B",25,"AGG ROBBERY",15,"9/22/2017",2017,19
11879,"M","H",24,"AGG ROBBERY",6,"10/12/2022",2022,23
11880,"M","B",23,"AGG ROBBERY",30,"2/8/2019",2019,19
11881,"M","H",23,"AGG ROBBERY",8,"6/11/2019",2019,19
11882,"M","H",20,"AGG ROBBERY",10,"12/20/2022",2022,19
11883,"M","B",27,"MURDER",45,"6/9/2022",2022,26
11884,"M","B",26,"AGG ROBBERY",7,"4/10/2019",2019,22
11885,"M","H",22,"MURDER",45,"10/15/2021",2021,20
11886,"M","H",24,"AGG ROBBERY",25,"11/5/2018",2018,19
11887,"M","B",22,"AGG ROBBERY",15,"2/13/2020",2020,19
11888,"M","B",27,"MURDER",55,"2/8/2019",2019,23
11889,"M","H",19,"AGG ROBBERY",25,"6/15/2022",2022,18
11890,"M","H",23,"AGG ROBBERY",50,"9/29/2021",2021,21
11891,"M","B",21,"MURDER",30,"6/22/2021",2021,19
11892,"M","B",22,"AGG ROBBERY",6.2,"1/16/2019",2019,18
11893,"M","H",28,"MURDER",40,"6/17/2022",2022,27
11894,"M","B",24,"AGG ROBBERY",20,"12/3/2021",2021,22
11895,"M","B",25,"MURDER",40,"6/26/2019",2019,21
11896,"M","B",21,"AGG ROBBERY",25,"8/25/2022",2022,20
11897,"F","W",27,"MURDER",40,"10/7/2019",2019,23
11898,"M","B",21,"AGG ROBBERY",15,"9/1/2020",2020,18
11899,"M","B",29,"AGG ROBBERY",20,"2/19/2019",2019,25
11900,"M","B",23,"MURDER",35,"12/16/2019",2019,19
11901,"M","B",21,"MURDER",35,"12/16/2019",2019,17
11902,"M","H",24,"AGG ROBBERY",12,"12/16/2021",2021,22
11903,"M","H",20,"AGG ROBBERY",7,"3/30/2022",2022,19
11904,"M","B",22,"AGG ROBBERY",5,"4/7/2022",2022,21
11905,"M","H",19,"AGG ROBBERY",25,"9/10/2021",2021,17
11906,"M","B",30,"AGG ROBBERY",10,"4/5/2019",2019,26
11907,"M","B",27,"AGG ROBBERY",10,"4/17/2019",2019,23
11908,"M","B",24,"AGG ROBBERY",6,"9/13/2018",2018,19
11909,"M","H",51,"MURDER",10,"5/18/2017",2017,45
11910,"M","W",58,"MURDER",30,"10/11/2018",2018,53
11911,"M","W",23,"AGG ROBBERY",10,"2/23/2018",2018,18
11912,"M","W",27,"AGG ROBBERY",5,"8/28/2020",2020,24
11913,"M","B",24,"AGG ROBBERY",25,"5/19/2022",2022,23
11914,"M","H",20,"AGG ROBBERY",7,"12/2/2019",2019,16
11915,"M","A",38,"MURDER",35,"11/12/2018",2018,33
11916,"M","H",22,"MURDER",35,"6/2/2022",2022,21
11917,"M","B",22,"AGG ROBBERY",7,"8/17/2021",2021,20
11918,"M","W",22,"AGG ROBBERY",7,"1/12/2017",2017,16
11919,"M","B",23,"AGG ROBBERY",10,"12/11/2017",2017,17
11920,"M","H",23,"AGG ROBBERY",10,"12/1/2020",2020,20
11921,"M","B",25,"AGG ROBBERY",18,"6/4/2018",2018,20
11922,"M","W",24,"AGG ROBBERY",5,"1/26/2022",2022,23
11923,"M","H",24,"AGG ROBBERY",10,"5/30/2019",2019,20
11924,"M","B",24,"AGG ROBBERY",6,"12/8/2020",2020,21
11925,"M","B",23,"AGG ROBBERY",25,"12/8/2017",2017,17
11926,"M","B",25,"AGG ROBBERY",20,"12/18/2017",2017,19
11927,"M","B",21,"AGG ROBBERY",7,"7/31/2017",2017,15
11928,"M","H",21,"AGG ROBBERY",5,"10/12/2022",2022,20
11929,"M","B",21,"AGG ROBBERY",8,"8/19/2020",2020,18
11930,"M","H",24,"MURDER",28,"10/26/2018",2018,19
11931,"M","B",21,"AGG ROBBERY",25,"10/21/2019",2019,17
11932,"M","B",24,"MURDER",10,"6/4/2021",2021,22
11933,"M","H",41,"AGG ROBBERY",10,"9/1/2017",2017,35
11934,"M","H",25,"AGG ROBBERY",15,"7/13/2018",2018,20
11935,"M","H",25,"AGG ROBBERY",8,"7/18/2019",2019,21
11936,"M","B",21,"AGG ROBBERY",5,"10/22/2020",2020,18
11937,"M","B",28,"AGG ROBBERY",6,"3/28/2022",2022,27
11938,"M","W",29,"MURDER",30,"11/13/2018",2018,24
11939,"M","H",26,"AGG ROBBERY",6,"5/5/2021",2021,24
11940,"F","H",25,"MURDER",5,"8/8/2022",2022,24
11941,"M","B",28,"MURDER",15,"2/10/2020",2020,25
11942,"M","W",26,"MURDER",35,"4/14/2021",2021,24
11943,"M","B",25,"AGG ROBBERY",8,"1/31/2017",2017,19
11944,"M","H",51,"MURDER",65,"4/19/2018",2018,46
11945,"M","B",23,"AGG ROBBERY",12,"10/10/2022",2022,22
11946,"M","B",22,"AGG ROBBERY",5,"3/24/2021",2021,20
11947,"F","B",20,"AGG ROBBERY",10,"6/7/2017",2017,14
11948,"F","B",21,"MURDER",55,"5/5/2022",2022,20
